"","Accession","HCC1806_Rep1","HCC1806_Rep2","HCC1806_Rep3","HCC1806_Rep4","MCF10A_Rep1","MCF10A_Rep2","MCF10A_Rep3","MCF10A_Rep4","MCF7_Rep1","MCF7_Rep2","MCF7_Rep3","MCF7_Rep4","MDAMB231_Rep1","MDAMB231_Rep2","MDAMB231_Rep3","MDAMB231_Rep4","Description","norm_hcc1806_rep1","norm_hcc1806_rep2","norm_hcc1806_rep3","norm_hcc1806_rep4","hcc1806_mean","hcc1806_sd","norm_mcf7_rep1","norm_mcf7_rep2","norm_mcf7_rep3","norm_mcf7_rep4","mcf7_mean","mcf7_sd","norm_mdam_rep1","norm_mdam_rep2","norm_mdam_rep3","norm_mdam_rep4","mdam_mean","mdam_sd","norm_mcf10a_rep1","norm_mcf10a_rep2","norm_mcf10a_rep3","norm_mcf10a_rep4","mcf10a_mean","mcf10a_sd","hcc1806_norm","mcf7_norm","mdam_norm","fc_mdamb_v_mcf7","fc_mdamb_v_hcc","fc_mdamb_v_mcf10","fc_mcf7_v_hcc","fc_mcf7_v_mcf10","fc_hcc_v_mcf10","MCF10A-HCC1806","MCF7-HCC1806","MDAMB231-HCC1806","MCF7-MCF10A","MDAMB231-MCF10A","MDAMB231-MCF7","p.t_mdam_mcf7","p.t_mdam_hcc","p.t_mdam_mcf10","p.t_mcf7_hcc","p.t_mcf7_mcf10","p.t_hcc_mcf10"
"11","P42765",5044.2,4814.1,4680.8,4485.5,10138.7,8812.1,10549,10437,3793.1,4113.7,4401.6,4330.8,6227.6,5540.7,5328.5,5801.3,"3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=2",0.497519405840986,0.47482418850543,0.46167654630278,0.442413721680294,4756.15,234.705524718387,0.374120942527148,0.405742353556176,0.434138499018612,0.427155355223056,4159.8,273.436366759557,0.614240484480259,0.546490181186937,0.525560476195173,0.572193673745155,5724.525,387.128870661954,1,0.869154822610394,1.04046869914289,1.02942191799738,9984.2,800.357324366227,0.476367660904229,0.416638288495823,0.573358406281925,1.37615390162989,1.20360480640854,0.573358406281925,0.874614972193896,0.416638288495823,0.476367660904229,1.49519963077438e-08,0.338313281783849,0.0608045444255864,4.57431870160008e-09,1.53236729860673e-07,0.00289001473348349,"Up in MDAMB231","ns","Up in MCF10A","ns","Up in MCF10A","Up in MCF10A"
"12","Q9NPH2",1260.5,1370.4,1183,1087.8,302.6,255.7,386.2,278.3,871,1073.5,1053,1010.9,398.9,500.9,421.3,516,"Inositol-3-phosphate synthase 1 OS=Homo sapiens OX=9606 GN=ISYNA1 PE=1 SV=1",4.16556510244547,4.52875082617317,3.90945142101785,3.59484467944481,1225.425,119.705927867699,2.87838730998017,3.54758757435558,3.47984137475215,3.34071381361533,1002.1,91.2020102117638,1.31824190350297,1.65532055518837,1.39226701916722,1.70522141440846,459.275,57.8434885416385,1,0.845009914077991,1.27627230667548,0.91969596827495,305.7,56.9813419755391,4.0085868498528,3.2780503761858,1.50237160614982,0.458312543658318,0.374788338739621,1.50237160614982,0.817757104677969,3.2780503761858,4.0085868498528,1.73309617768069e-08,0.0140904290645268,1.3844426449694e-07,4.02008174527069e-07,0.103361559389722,5.90685723100837e-06,"Up in MCF7","Up in HCC1806","ns","Up in HCC1806","Up in MCF7","Up in HCC1806"
"13","P43358",3876.5,7926.9,6738.4,4339,754.8,663.9,852.4,646.1,637.9,731.1,689.8,703.8,818.7,745.1,708.2,891.2,"Melanoma-associated antigen 4 OS=Homo sapiens OX=9606 GN=MAGEA4 PE=1 SV=2",5.13579756226815,10.501987281399,8.92739798622152,5.74854266030737,5720.2,1933.32177525281,0.845124536301007,0.968600953895072,0.913884472708002,0.932432432432432,690.65,39.125481892666,1.08465818759936,0.987148913619502,0.938261791202968,1.18071012188659,790.8,81.1784454150238,1,0.879570747217806,1.1293057763646,0.855988341282459,729.3,94.8740568683909,7.84341149047032,0.947003976415741,1.08432743726861,1.14500832549048,0.138246914443551,1.08432743726861,0.120738785357155,0.947003976415741,7.84341149047032,4.97579774140222e-05,4.61095075797724e-05,5.6211811026663e-05,0.99993167559264,0.999725361673547,0.998821347397379,"ns","Up in HCC1806","ns","Up in HCC1806","ns","Up in HCC1806"
"14","Q14764",2330.7,2058.4,2071.5,1950.1,5545.4,5445.7,5666.5,5266.4,2533,2782.1,2945.2,2835.5,6875.9,7637.6,6119.2,8711.2,"Major vault protein OS=Homo sapiens OX=9606 GN=MVP PE=1 SV=4",0.420294297976701,0.371190536300357,0.373552854618242,0.351660836008223,2102.675,161.458650537323,0.45677498467198,0.501695098640314,0.531106863346197,0.511324701554441,2773.95,174.392555269235,1.23992858946154,1.37728567821979,1.10347314891622,1.57088758250081,7335.975,1106.71162270636,1,0.982021134634111,1.02183791971724,0.949688029718325,5481,169.171372676742,0.383629812078088,0.506102900930487,1.33843732895457,2.64459525225761,3.4888772634858,1.33843732895457,1.31924810063372,0.506102900930487,0.383629812078088,1.25857986941202e-05,0.385044755202611,1.10015786591866e-07,0.0001137380737809,0.0030357909353721,5.09569436202284e-07,"Up in MDAMB231","Up in MDAMB231","Up in MDAMB231","ns","Up in MCF10A","Up in MCF10A"
"15","P23526",48300.7,50856.5,49531.7,44924.3,27463.3,26918.5,26533.4,29335.4,25784.3,26068.3,28563.7,26971.6,30463.5,31908.5,32388.1,27820.2,"Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4",1.75873620431631,1.85179858210776,1.80355965961847,1.63579395047208,48403.3,2543.3209628358,0.938863865595176,0.949204938954896,1.0400680180459,0.982096106440231,26846.975,1251.43771019576,1.10924397286561,1.1618596454177,1.17932295099278,1.01299552493692,30645.075,2053.23055431354,1,0.980162617019805,0.966140267192945,1.06816733604483,27562.65,1241.87999554439,1.75611924107443,0.974034608428435,1.11183340498827,1.14147217703298,0.63311953937025,1.11183340498827,0.554651748951001,0.974034608428435,1.75611924107443,1.07918199931945e-08,7.44672201680174e-09,6.61649380839791e-08,0.946122399551542,0.141424278246208,0.0570202583889994,"ns","Up in HCC1806","ns","Up in HCC1806","ns","Up in HCC1806"
"16","P05120",12398.1,14300,13447,17144.2,2734.4,3340.4,2512.1,2394.1,3741.9,4127.2,2822.8,3769.4,3135.1,2466.5,3897.6,3509,"Plasminogen activator inhibitor 2 OS=Homo sapiens OX=9606 GN=SERPINB2 PE=1 SV=2",4.53412083089526,5.22966647162083,4.91771503803394,6.26982153306027,14322.325,2035.70729948258,1.36845377413692,1.50936220011703,1.03232884727911,1.37851082504389,3615.325,556.73818727178,1.146540374488,0.902026038619075,1.42539496781744,1.2832796957285,3252.05,609.241115377702,1,1.22162083089526,0.918702457577531,0.875548566413107,2745.25,421.104298244509,5.21712958746927,1.31693834805573,1.18460978053001,0.899518023967416,0.227061597890007,1.18460978053001,0.252425845664025,1.31693834805573,5.21712958746927,2.67674826748276e-08,6.53103944259215e-08,4.46147594423962e-08,0.696072798081588,0.916691626639439,0.966472247522987,"ns","Up in HCC1806","ns","Up in HCC1806","ns","Up in HCC1806"
"17","Q96GQ7",6616.5,6422.1,6606.7,6184.4,4647.8,4461.2,4799.6,4511.4,6530.5,6295.1,6485.2,6642.9,4995.5,4631,4786.5,4516.3,"Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens OX=9606 GN=DDX27 PE=1 SV=2",1.42357674598735,1.38175050561556,1.42146822152416,1.3306080296054,6457.425,202.795781925233,1.4050733680451,1.35442574981712,1.39532682129179,1.42925685270451,6488.425,144.934223586656,1.07480958733164,0.996385386634537,1.02984207582082,0.971707044192952,4732.325,207.46852572539,1,0.959851972976462,1.03266061362365,0.970652781961358,4605,151.811725502347,1.40226384364821,1.40899565689468,1.02764929424539,0.729348801904931,0.732850168604358,1.02764929424539,1.00480067519174,1.40899565689468,1.40226384364821,2.69386234430513e-08,0.994559183686236,6.07394027296593e-08,2.23090429463113e-08,0.749183131405213,4.95591566673781e-08,"Up in MCF7","Up in HCC1806","ns","ns","Up in MCF7","Up in HCC1806"
"18","P51659",6032.7,5734.1,5933.9,7541.9,17287.4,16906.4,14959.6,17576.9,20774.6,20505.4,21396.3,21011.9,12472.5,10538.1,12574.2,14623.8,"Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens OX=9606 GN=HSD17B4 PE=1 SV=3",0.348965142242327,0.331692446521744,0.34324999710772,0.4362657195414,6310.65,830.177336476972,1.20171917118826,1.18614713606442,1.23768177979338,1.21544593171906,20922.05,377.85570879195,0.721479227645568,0.609582701852216,0.727362125015908,0.845922463759733,12552.15,1668.82807682517,1,0.977960826960677,0.865347015745572,1.01674630077397,16682.575,1181.01241420232,0.378277933712272,1.25412593679333,0.752410823868618,0.599948379819377,1.98904233319864,0.752410823868618,3.31535578743869,1.25412593679333,0.378277933712272,9.47755898206282e-08,2.09096195913361e-09,2.25414580662386e-05,0.000853629179546789,0.00106494936163126,1.02683882574617e-06,"Up in MCF7","Up in MDAMB231","Up in MCF10A","Up in MCF7","Up in MCF7","Up in MCF10A"
"19","P29144",15167.8,13848.8,13975.6,13920.8,8308.4,7492.2,7970.7,8261.5,6082.6,6387,6945.5,6723.9,6447.5,6260.1,7350.8,7188,"Tripeptidyl-peptidase 2 OS=Homo sapiens OX=9606 GN=TPP2 PE=1 SV=4",1.82559818978383,1.66684319483896,1.68210485773434,1.6755091232969,14228.25,628.515189421332,0.732102450531992,0.768740070290309,0.835961195898127,0.809289393866448,6534.75,378.929619674507,0.776021857397333,0.753466371383179,0.884743151509316,0.86514852438496,6811.6,538.248598078372,1,0.901762072119783,0.959354388329883,0.994355110490588,8008.2,375.030300998021,1.77671012212482,0.816007342473964,0.850578157388677,1.04236581353533,0.478737722488711,0.850578157388677,0.45927995361341,0.816007342473964,1.77671012212482,2.97382674041557e-09,2.3229773660205e-10,3.80578457637171e-10,0.00551572776822506,0.0220583820791146,0.855155747383612,"ns","Up in HCC1806","ns","Up in HCC1806","Up in MCF10A","Up in HCC1806"
"20","P51114",12729.1,13545.7,12910.1,12254.3,7692.3,8041,7221.2,7730.5,7881.1,8417.2,7597.3,7686.8,8930.9,9332.1,9447.9,10632.5,"Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens OX=9606 GN=FXR1 PE=1 SV=3",1.65478465478465,1.76094276094276,1.67831467831468,1.59306059306059,12859.8,534.384892501026,1.02454402454402,1.09423709423709,0.987649987649988,0.999284999284999,7895.6,367.358653089866,1.16101816101816,1.21317421317421,1.22822822822823,1.38222638222638,9585.85,732.087196536952,1,1.04533104533105,0.938756938756939,1.004966004966,7671.25,338.237456037421,1.67636304383249,1.02924555971973,1.24958122861333,1.21407492780789,0.745412059285525,1.24958122861333,0.613975333986532,1.02924555971973,1.67636304383249,3.84876250869581e-08,6.37705130923649e-08,6.12017484247218e-06,0.92591293165674,0.00104026394533685,0.00285879931977717,"Up in MDAMB231","Up in HCC1806","Up in MDAMB231","Up in HCC1806","ns","Up in HCC1806"
"21","P07355",99240.7,95014,92074.7,92895.9,289580.9,228900.2,280561.9,301203,61972.7,64074.4,66976.7,66040.6,157796.4,176336.8,141502.2,116960.2,"Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2",0.342704577546378,0.328108656337486,0.31795847032729,0.32079429271751,94806.325,3205.11618965158,0.214008244328269,0.221265974378835,0.231288389531216,0.228055786828482,64766.1,2220.55811753112,0.544913010492059,0.608937951363505,0.488644796669946,0.403894732007532,148148.9,25196.2007138642,1,0.790453375895993,0.968854990090852,1.04013420774644,275061.5,31912.9598358828,0.344673191268135,0.235460433393986,0.538602821550817,2.2874451294736,1.56264785076312,0.538602821550817,0.683141130088103,0.235460433393986,0.344673191268135,1.6428521698586e-07,0.214167737304257,0.0140979729512898,2.84569408037783e-08,7.39632180457583e-06,0.000443152650458245,"Up in MDAMB231","Up in MDAMB231","Up in MCF10A","ns","Up in MCF10A","Up in MCF10A"
"22","O95168",1303.5,1323.9,1300.7,1394.2,2160.6,1956.9,2330.1,2286.7,1987.5,1868.9,1970.4,2027,1503.6,1436.6,1421.1,1578.9,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 OS=Homo sapiens OX=9606 GN=NDUFB4 PE=1 SV=3",0.603304637600667,0.612746459316856,0.60200870128668,0.645283717485884,1330.575,43.6587810946053,0.919883365731741,0.864991206146441,0.911968897528464,0.938165324446913,1963.45,67.3424333784676,0.695917800610941,0.664907895954827,0.657733962788114,0.730769230769231,1485.05,72.0854354221433,1,0.905720633157456,1.07845043043599,1.05836341756919,2183.575,167.345697584372,0.609356216296669,0.899190547611142,0.68010029424224,0.756347245919173,1.11609642447814,0.68010029424224,1.47564023072732,0.899190547611142,0.609356216296669,2.28926409162611e-07,5.8260818001088e-06,0.17994086105556,0.0380070060175627,2.04182478280579e-06,9.78265514191001e-05,"Up in MCF7","ns","Up in MCF10A","Up in MCF7","ns","Up in MCF10A"
"23","P04181",37572.3,37180.1,37739.4,31768.1,22238.5,21034.4,22353.5,21778.2,16839.6,16688,18105,16395.2,19191.2,20847.7,20704.9,20469.9,"Ornithine aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=OAT PE=1 SV=1",1.68951592958158,1.67187984801133,1.69702992557951,1.42851811048407,36064.975,2874.15879099143,0.757227330980057,0.75041032443735,0.814128650763316,0.737243968792859,17006.95,754.914341719201,0.862971873102952,0.93745981068867,0.931038514288284,0.920471254805855,20303.425,757.666555396678,1,0.945855161094498,1.00517121208715,0.979301661532927,21851.15,598.553202870612,1.65048407063244,0.778309150776961,0.929169631804276,1.19383105142309,0.56296794882015,0.929169631804276,0.471564169946049,0.778309150776961,1.65048407063244,1.16617964729393e-07,4.35305169688149e-09,3.59147181994146e-08,0.00425612805797027,0.522049347302115,0.0487105606179272,"ns","Up in HCC1806","ns","Up in HCC1806","Up in MCF10A","Up in HCC1806"
"24","Q6NXG1",3863.7,4740.2,4913,3778.2,1798.4,1610.4,1870,1370.6,4264.4,4359.3,4362.5,4422.7,1240.1,1365.2,1367,1373,"Epithelial splicing regulatory protein 1 OS=Homo sapiens OX=9606 GN=ESRP1 PE=1 SV=2",2.1484096975089,2.63578736654804,2.73187277580071,2.10086743772242,4323.775,585.922909462784,2.37121886120996,2.42398798932384,2.42576734875445,2.45924154804271,4352.225,65.4104667974986,0.689557384341637,0.75911921708185,0.760120106761566,0.76345640569395,1336.325,64.2366133914297,1,0.895462633451957,1.03981316725979,0.762121886120996,1662.35,223.192734350083,2.60100159412879,2.61811592023341,0.803877041537582,0.307044098133713,0.309064417089233,0.803877041537582,1.00657989835271,2.61811592023341,2.60100159412879,2.85589477289072e-07,0.999225424721814,7.77169094634544e-08,2.53688858142809e-07,0.491683215745767,6.97618695033597e-08,"Up in MCF7","Up in HCC1806","ns","ns","Up in MCF7","Up in HCC1806"
"25","P12277",5684.9,7241.1,6379.9,4541.3,1907.7,2024.4,1668.2,1749.2,2510.2,2425.7,3051.3,2689.2,4092.7,3566.5,4179,3578.4,"Creatine kinase B-type OS=Homo sapiens OX=9606 GN=CKB PE=1 SV=1",2.979975887194,3.79572259789275,3.34428893431881,2.38051056245741,5961.8,1141.03899436727,1.31582533941395,1.27153116318079,1.59946532473659,1.40965560622739,2669.1,277.472893571006,2.14535828484563,1.86952875190019,2.19059600566127,1.87576662997327,3854.15,327.217669653296,1,1.06117314043089,0.874456151386486,0.916915657598155,1837.375,159.498137397693,3.24473773726104,1.45267024967685,2.09763929519015,1.44398861039302,0.646474219195545,2.09763929519015,0.447700358951994,1.45267024967685,3.24473773726104,3.29458611103561e-06,3.37617443237903e-05,0.00194971149557077,0.273182947951628,0.00276422704581158,0.0757072939953001,"ns","Up in HCC1806","Up in MDAMB231","Up in HCC1806","ns","Up in HCC1806"
"26","P27797",56569,64490.2,58503.6,49796,18956.1,22304.4,22233.8,19777.6,23313.3,26660.2,24892.6,23164.2,23761.3,35026.6,28745,30837.8,"Calreticulin OS=Homo sapiens OX=9606 GN=CALR PE=1 SV=1",2.98421088726057,3.40208165181657,3.08626774494754,2.62691165376844,57339.7,6054.90714599874,1.2298574073781,1.40641798682218,1.31317095816123,1.22199186541535,24507.575,1634.31818683919,1.25349096069339,1.84777459498526,1.51639841528584,1.62680087148728,29592.675,4683.35223486696,1,1.17663443429819,1.17291003951235,1.04333697332257,20817.975,1709.09121733355,2.75433609657039,1.17723145502865,1.42149632709233,1.20749094922692,0.516093997701418,1.42149632709233,0.427410241072067,1.17723145502865,2.75433609657039,1.13895698539146e-07,3.75253347062454e-07,2.34542076538169e-06,0.578559854991125,0.039992809522388,0.321914759374914,"ns","Up in HCC1806","Up in MDAMB231","Up in HCC1806","ns","Up in HCC1806"
